datetime;A0;A1;A2
2019-05-04 19:00;-1.871834181;-1.072629076;-0.964097952
2019-05-04 20:00;0.129070792;-1.755728282;1.818051535
2019-05-04 21:00;-3.813889821;-0.202764055;-0.010795949
2019-05-04 22:00;-1.257965454;0.984650281;-0.308098321
2019-05-04 23:00;-0.381870221;1.13284126;0.40235041
2019-05-05 00:00;1.758193202;1.279207042;-0.912960952
2019-05-05 01:00;0.856728063;0.440857314;-0.61615713
2019-05-05 02:00;0.872232665;-0.220807763;1.465937659
2019-05-05 03:00;-0.752081682;0.525338287;2.855604054
2019-05-05 04:00;-0.928032294;-0.787361645;1.341121314
2019-05-05 05:00;-3.45841088;-0.054194978;-1.269883418
2019-05-05 06:00;-1.52374865;-1.033503497;-1.029707468
2019-05-05 07:00;-0.599466541;-2.874178387;-1.36685364
2019-05-05 08:00;-1.784154234;-2.249155952;-2.211249498
2019-05-05 09:00;-2.092925059;-1.565758772;-1.966169577
2019-05-05 10:00;-2.70502498;-0.594444419;-1.251355453
2019-05-05 11:00;-1.103061279;1.396360639;-0.836004754
2019-05-05 12:00;1.34194059;1.110963805;-1.234112162
2019-05-05 13:00;2.981974864;1.208272148;-0.789590047
2019-05-05 14:00;3.209884521;-0.100500699;-1.840693687
2019-05-05 15:00;1.98247457;0.496282949;-1.426939842
2019-05-05 16:00;0.374833228;0.503418163;-2.139940518
2019-05-05 17:00;0.781961132;0.515391151;-1.836126724
2019-05-05 18:00;1.093696361;1.219464954;-1.936259846
2019-05-05 19:00;2.169920272;1.135750637;-1.864743935
2019-05-05 20:00;1.349717322;0.568116148;-2.005328755
2019-05-05 21:00;3.748832526;0.452647181;-3.491999429
2019-05-05 22:00;3.259244752;-0.346875496;-2.258954042
2019-05-05 23:00;1.345410274;1.067801802;-2.230572502
2019-05-06 00:00;2.537799728;1.10093557;-1.690760635
2019-05-06 01:00;1.30603774;0.025450599;-1.239445585
2019-05-06 02:00;-0.213776008;-1.158590443;0.622701767
2019-05-06 03:00;-0.233159006;0.100216353;2.985629634
2019-05-06 04:00;0.295309557;-0.375434781;5.782607384
2019-05-06 05:00;-1.79836947;1.133064243;5.775134049
2019-05-06 06:00;-0.526039253;2.168302423;4.394634777
2019-05-06 07:00;-0.089966298;3.148090967;1.723986005
2019-05-06 08:00;0.975749006;2.601034785;2.812073215
2019-05-06 09:00;1.378376879;3.528120895;2.724383781
2019-05-06 10:00;2.471522816;3.63222831;2.188026434
2019-05-06 11:00;2.26130413;2.630457589;1.573475227
2019-05-06 12:00;3.241324088;2.309602446;0.803828007
2019-05-06 13:00;4.180332953;1.810824821;1.017939758
2019-05-06 14:00;1.663466791;3.36059829;0.484261489
2019-05-06 15:00;3.324009791;2.555077768;-1.284625077
2019-05-06 16:00;4.111641285;2.129800982;-1.112142768
2019-05-06 17:00;3.449551538;2.753834726;0.063092077
2019-05-06 18:00;5.141183647;3.124499008;2.287097202
2019-05-06 19:00;4.897871969;1.867992883;1.787480613
2019-05-06 20:00;5.62009422;1.166038259;1.288279308
2019-05-06 21:00;3.284790415;1.773602231;1.266917599
2019-05-06 22:00;2.186797311;1.014185006;1.937523856
2019-05-06 23:00;2.608044371;0.923388476;0.86108663
2019-05-07 00:00;1.821345121;0.179194493;1.678431598
2019-05-07 01:00;-0.496077634;-2.214503527;-0.059671882
2019-05-07 02:00;-1.601785877;-1.336185217;-0.121414551
2019-05-07 03:00;-0.534556814;-0.666344845;1.918697179
2019-05-07 04:00;-2.59667504;-0.154156857;1.469359209
2019-05-07 05:00;-2.806694833;-0.901335137;1.819286853
2019-05-07 06:00;-1.595504223;-1.566562803;0.779633239
2019-05-07 07:00;-0.267320601;-0.895782779;-0.064866495
2019-05-07 08:00;-1.894877485;0.533052137;0.422275153
2019-05-07 09:00;-1.181475004;1.354292342;-0.856305141
2019-05-07 10:00;1.928846222;-0.257510812;0.190090584
2019-05-07 11:00;2.577817008;-0.157220565;0.761701381
2019-05-07 12:00;0.626346836;0.571042997;0.76726948
2019-05-07 13:00;0.925726594;0.796908083;1.080210702
2019-05-07 14:00;0.273791219;-1.347996136;0.579284151
2019-05-07 15:00;-2.915958701;-0.996474751;-0.262419188
2019-05-07 16:00;-1.003586135;0.245678306;1.143582816
2019-05-07 17:00;0.000115249;-0.991640463;-0.084822252
2019-05-07 18:00;-0.19467288;-0.225278329;-1.180330988
2019-05-07 19:00;1.91382242;-0.315355863;-0.284650731
2019-05-07 20:00;0.134729478;-0.595589145;0.19868685
2019-05-07 21:00;0.32983116;1.015633777;0.852211844
2019-05-07 22:00;1.973147687;2.115697895;1.583857966
2019-05-07 23:00;2.878258474;1.43827874;1.227605433
2019-05-08 00:00;2.598327054;1.461173514;1.988321111
2019-05-08 01:00;2.009238009;1.391816812;3.33964053
2019-05-08 02:00;1.126268229;3.307952505;1.682301286
2019-05-08 03:00;1.98399185;1.9661476;2.297956157
2019-05-08 04:00;2.440418926;1.087757907;3.325807432
2019-05-08 05:00;1.744462835;-0.595686422;4.612181341
2019-05-08 06:00;-0.316897081;-0.151050458;4.347447936
2019-05-08 07:00;-1.420020741;0.269595147;2.08044732
2019-05-08 08:00;0.745183783;-1.352966809;1.252315252
2019-05-08 09:00;-1.47894011;0.250880789;1.084788781
2019-05-08 10:00;-2.390928478;-0.401132029;1.047062781
2019-05-08 11:00;-0.58737273;1.282076146;1.359257113
2019-05-08 12:00;-0.149799053;0.390637321;0.745538383
2019-05-08 13:00;0.958060851;-0.79285601;0.388556087
2019-05-08 14:00;-0.179048277;0.350550576;-0.661068592
2019-05-08 15:00;0.40396867;-0.149574942;-1.649177325
2019-05-08 16:00;0.300810875;-0.933909541;-3.953942594
2019-05-08 17:00;-1.153612192;-2.097853349;-1.457486745
2019-05-08 18:00;-2.039744309;0.189506346;-1.943311361
2019-05-08 19:00;-0.24765109;-1.010764265;0.584147255
2019-05-08 20:00;-0.212263276;-1.731590679;2.600961376
2019-05-08 21:00;-3.795284634;-0.997647678;0.435830828
2019-05-08 22:00;-3.732640856;-2.897975551;0.43726237
2019-05-08 23:00;-3.33922506;-2.177503748;0.159556194
2019-05-09 00:00;-2.726648949;-1.746686737;1.000054767
2019-05-09 01:00;-1.283624476;-0.611660926;-0.295648766
2019-05-09 02:00;-1.613985601;-0.382759932;-1.203266573
2019-05-09 03:00;-0.794173031;-0.751717768;-1.88863186
2019-05-09 04:00;0.629405345;-1.378237402;-1.104902672
2019-05-09 05:00;1.561023586;-0.093496945;-1.82077969
2019-05-09 06:00;-0.064495009;-0.674926369;-1.756216821
2019-05-09 07:00;2.380393477;-1.360833268;-1.045413739
2019-05-09 08:00;0.012575544;-0.072911823;-0.550521346
2019-05-09 09:00;-1.289304428;-1.372400843;-1.319637812
2019-05-09 10:00;-2.144549808;-2.517138902;-2.370758738
2019-05-09 11:00;-2.881903623;-1.862285196;-1.685423359
2019-05-09 12:00;-2.343153623;-2.757853064;-1.055061502
2019-05-09 13:00;-1.634845589;-2.298603793;0.14387686
2019-05-09 14:00;-2.016757409;-2.261887788;-0.939010511
2019-05-09 15:00;-3.800783982;-1.798520152;-0.617536415
2019-05-09 16:00;-2.741967401;-1.02813915;-1.126767087
2019-05-09 17:00;-2.650951918;0.119896449;-2.127669795
2019-05-09 18:00;-1.254511457;-1.577822691;-0.945739298
2019-05-09 19:00;1.55285772;-1.127171654;-1.229877418
2019-05-09 20:00;1.171577216;-1.163262614;-1.04454501
2019-05-09 21:00;0.57418186;0.214414253;-0.143084616
2019-05-09 22:00;0.296274147;-0.465856836;0.389273605
2019-05-09 23:00;-1.99236664;-1.564743115;-0.363107889
2019-05-10 00:00;-1.949821248;-0.292178018;0.570962272
2019-05-10 01:00;-2.507161159;0.253750203;-0.3906183
2019-05-10 02:00;-0.607988318;1.158631144;0.120357214
2019-05-10 03:00;1.864689724;1.519270471;-0.475006461
2019-05-10 04:00;3.373408068;2.168437543;0.821018535
2019-05-10 05:00;2.635498779;1.253336162;1.08088491
2019-05-10 06:00;3.175226984;0.267712742;0.152792611
2019-05-10 07:00;1.236812636;-0.603232227;-0.170472557
2019-05-10 08:00;0.094708472;-1.249558731;-0.84119964
2019-05-10 09:00;-1.549412474;1.085762441;-1.04433345
2019-05-10 10:00;-0.515982427;1.045006306;-1.942347258
2019-05-10 11:00;2.301706251;0.951633628;-3.000005849
2019-05-10 12:00;0.691900366;-0.275596283;-2.345156284
2019-05-10 13:00;0.356875888;-0.951199905;-3.227359726
2019-05-10 14:00;0.14249772;0.459611562;-5.139352183
2019-05-10 15:00;0.768278954;-0.575127111;-3.032269917
2019-05-10 16:00;-2.066497644;0.082191703;-2.547895174
2019-05-10 17:00;-1.603228289;-0.312315683;-1.341594171
2019-05-10 18:00;0.302764535;-0.362029803;-2.249450343
2019-05-10 19:00;-0.819300994;-1.200175831;-1.776040753
2019-05-10 20:00;-0.739937115;0.847182283;-1.81791978
2019-05-10 21:00;3.043519121;0.205388225;-0.182380405
2019-05-10 22:00;1.672823141;1.13398988;-1.572152383
2019-05-10 23:00;1.416278683;-0.259686641;-2.245587695
2019-05-11 00:00;0.257491561;2.06243073;-1.114614931
2019-05-11 01:00;1.807696735;1.770548322;-1.193591579
2019-05-11 02:00;-0.997978317;0.676004433;-2.282759835
2019-05-11 03:00;0.027196519;0.171299287;-3.741424665
2019-05-11 04:00;-0.607941389;-0.741745576;-2.395416268
2019-05-11 05:00;-2.077843432;0.013696709;-1.645715471
2019-05-11 06:00;-0.955493175;1.088165021;-1.030919133
2019-05-11 07:00;2.099141443;2.160501323;-0.378465765
2019-05-11 08:00;1.664826171;1.699379692;-0.720586845
2019-05-11 09:00;0.906859352;1.279005919;-1.009682932
2019-05-11 10:00;0.777465456;1.674586176;-0.894299173
2019-05-11 11:00;1.131193467;1.034559002;-0.798544029
2019-05-11 12:00;1.525120276;1.110014507;0.314371987
2019-05-11 13:00;1.029231125;-0.55594696;0.489276557
2019-05-11 14:00;-1.011671343;-0.522796316;-0.156882099
2019-05-11 15:00;-0.868703785;-0.377173798;-0.942955203
2019-05-11 16:00;-1.201186929;-1.28151264;-0.370977391
2019-05-11 17:00;-2.68872137;0.541444106;0.321011306
2019-05-11 18:00;-1.141653086;1.338423622;-0.163441501
2019-05-11 19:00;2.399869513;0.328137104;-0.325169502
2019-05-11 20:00;3.759212053;2.23512543;1.248003282
2019-05-11 21:00;5.165549344;2.222471072;1.882697379
2019-05-11 22:00;4.031132522;0.615364667;0.280154171
2019-05-11 23:00;2.395049037;0.262055815;-0.060044124
2019-05-12 00:00;-0.1328776;-0.649980795;-0.895899951
2019-05-12 01:00;-0.082584427;0.193740225;-1.646568622
2019-05-12 02:00;0.192658373;0.27385055;-1.105808449
2019-05-12 03:00;-0.747195122;-0.905066465;-0.453564525
2019-05-12 04:00;-2.153765187;-1.253158908;0.714363517
2019-05-12 05:00;-3.62163724;0.479102719;0.30064585
2019-05-12 06:00;-1.447746656;-0.555213049;-0.397631741
2019-05-12 07:00;-0.477060505;-2.052235761;-0.055258165
2019-05-12 08:00;-1.003719424;-0.998424222;-0.711154098
2019-05-12 09:00;-1.41502528;-1.906182984;-1.379233253
2019-05-12 10:00;-0.431538307;-2.798958515;-0.734799921
2019-05-12 11:00;-0.652213651;-2.305973977;-1.022371667
2019-05-12 12:00;-2.165008513;-3.104475898;-1.198670284
2019-05-12 13:00;-1.506109832;-2.179592069;-0.699341248
2019-05-12 14:00;-2.52697746;-2.680940704;-1.057444626
2019-05-12 15:00;-3.248380549;-1.472553891;-0.479487549
2019-05-12 16:00;-3.263400178;-2.179665305;-1.308126205
2019-05-12 17:00;-2.144788178;-1.366409165;0.151414969
2019-05-12 18:00;-3.096161996;-0.306788463;-1.262452916
2019-05-12 19:00;-1.702479064;-2.848778603;-1.170782752
2019-05-12 20:00;-1.493588375;-1.848797258;0.451864378
2019-05-12 21:00;-1.923687915;-0.133792737;-0.864031077
2019-05-12 22:00;-1.843178848;1.824502814;-1.538021814
2019-05-12 23:00;0.282784152;1.202788671;0.678957554
2019-05-13 00:00;0.4873777;2.432014729;1.266903997
2019-05-13 01:00;2.190614854;1.973891557;0.405907837
2019-05-13 02:00;2.827621154;1.332659282;-0.429464366
2019-05-13 03:00;3.466909153;-0.339823816;-0.497576095
2019-05-13 04:00;1.455236464;-0.579236766;0.599901635
2019-05-13 05:00;-0.017351037;0.871942456;0.976532423
2019-05-13 06:00;0.194953207;1.130740177;-1.205119644
2019-05-13 07:00;-0.474975515;0.079821821;0.056633752
2019-05-13 08:00;0.901337099;-0.493488921;-0.490809332
2019-05-13 09:00;1.632961139;-0.179020982;-1.437644308
2019-05-13 10:00;0.317195597;0.208408484;-1.077059223
2019-05-13 11:00;0.801777014;-0.688471973;-1.157414915
2019-05-13 12:00;2.311677686;-3.085508537;-0.74325858
2019-05-13 13:00;0.331607304;-2.641826082;-1.012044617
2019-05-13 14:00;-3.424686598;-2.311249034;0.169025278
2019-05-13 15:00;-1.914062854;-2.197081236;-1.032841067
2019-05-13 16:00;-1.330076296;-1.470807069;-1.255719752
2019-05-13 17:00;-3.452856793;-2.230756155;-0.880066101
2019-05-13 18:00;-4.042145412;-1.392520324;-0.661469148
2019-05-13 19:00;-3.243313378;-1.58931892;-1.242910941
2019-05-13 20:00;-3.175218235;0.037091797;-0.744017289
2019-05-13 21:00;-1.30416066;-0.175720534;-0.415657314
2019-05-13 22:00;-1.696261117;-2.534934725;-0.258300856
2019-05-13 23:00;-1.219461749;-0.797590644;1.501205834
2019-05-14 00:00;-0.877540772;-0.424937924;1.622318401
2019-05-14 01:00;-1.231776206;0.986850235;0.942516518
2019-05-14 02:00;-1.198908562;1.561996247;1.962670608
2019-05-14 03:00;1.611844001;0.974891868;2.115058577
2019-05-14 04:00;0.62297859;2.416421455;2.796673705
2019-05-14 05:00;2.827491004;2.41299417;2.861752938
2019-05-14 06:00;0.88101361;3.278102987;1.639526737
2019-05-14 07:00;3.761545642;3.487490884;0.472951136
2019-05-14 08:00;6.051574393;2.802367782;-0.563235162
2019-05-14 09:00;5.695024468;1.257363721;0.165674072
2019-05-14 10:00;4.103036234;1.529525325;0.172706145
2019-05-14 11:00;4.394210012;1.630556117;0.660531016
2019-05-14 12:00;3.380478518;0.064528986;1.830806453
2019-05-14 13:00;2.070360306;0.581816881;1.792424565
2019-05-14 14:00;2.224135545;2.261598935;1.536775714
2019-05-14 15:00;3.51465538;2.835898269;1.064055424
2019-05-14 16:00;3.363938008;1.90531833;3.257277757
2019-05-14 17:00;3.619204744;2.784917272;1.668849803
2019-05-14 18:00;4.046950791;1.410537403;1.363611252
2019-05-14 19:00;2.761110372;-0.13036549;0.582246057
2019-05-14 20:00;2.253245597;0.72739325;-0.211560202
2019-05-14 21:00;1.953604397;0.445469985;-1.529973738
2019-05-14 22:00;0.376939903;-0.309394453;-0.995434408
2019-05-14 23:00;-2.134061983;-1.295592501;-1.814661635
2019-05-15 00:00;-1.720292268;-0.120029658;-0.779908524
2019-05-15 01:00;-0.77094247;0.083510825;0.001201057
2019-05-15 02:00;-1.363443002;0.419603283;0.152917866
2019-05-15 03:00;-0.6988008;1.474862229;-0.192366905
2019-05-15 04:00;1.02716613;1.828042844;-0.650502434
2019-05-15 05:00;0.711828106;0.741951184;-1.125333799
2019-05-15 06:00;0.852768121;2.703063966;-2.378937267
2019-05-15 07:00;2.490915404;1.189404928;-2.819175508
2019-05-15 08:00;2.335057064;-0.542438144;0.826956719
2019-05-15 09:00;-0.331768015;-0.426908948;0.678231745
2019-05-15 10:00;-0.00362988;-0.17938318;1.060663938
2019-05-15 11:00;-0.301125944;-0.631580494;2.157881893
2019-05-15 12:00;-1.109934402;0.297760496;1.633338307
2019-05-15 13:00;-0.934775417;-0.471023281;0.551347303
2019-05-15 14:00;-0.942864641;-0.438223679;-1.576590912
2019-05-15 15:00;-0.529409335;-1.523914249;0.021621045
2019-05-15 16:00;-1.132676459;-3.019927392;-0.535088298
2019-05-15 17:00;-3.752058383;-3.111133048;0.020943632
2019-05-15 18:00;-3.065333525;-0.709708672;-0.498495036
2019-05-15 19:00;-1.18993717;1.240774473;-3.167408653
2019-05-15 20:00;0.450684037;-0.506255655;-3.487916385
2019-05-15 21:00;-0.409496735;-1.318371546;-3.236245976
2019-05-15 22:00;1.082574866;-0.452810983;-2.399075251
2019-05-15 23:00;0.422112815;-0.251196061;-2.982666735
2019-05-16 00:00;0.115335584;-1.460573961;-4.715629726
2019-05-16 01:00;0.423657092;-1.963368688;-2.186082662
2019-05-16 02:00;-0.664549819;-0.984501593;-1.798234485
2019-05-16 03:00;0.474637761;-0.108884213;-0.991704336
2019-05-16 04:00;0.223687844;-0.051061278;-0.544120076
2019-05-16 05:00;-0.213967106;0.156371286;-1.276897757
2019-05-16 06:00;1.217200659;-2.324231653;-3.135319557
2019-05-16 07:00;0.207014595;-1.212342911;-3.568290945
2019-05-16 08:00;-1.4900026;-1.789302098;-2.835903189
2019-05-16 09:00;0.748349436;-1.205709952;-2.173925659
2019-05-16 10:00;-0.730059777;-0.770643318;-0.778008446
2019-05-16 11:00;-1.310710508;-1.143904387;0.622414936
2019-05-16 12:00;-1.095073367;-2.310937707;0.231443334
2019-05-16 13:00;-2.083489712;-1.519339069;-1.294312619
2019-05-16 14:00;-0.036034998;-0.552947404;-2.089773391
2019-05-16 15:00;0.326888209;-0.855544532;-1.060917169
2019-05-16 16:00;-0.216458368;-2.555157788;-0.909353416
2019-05-16 17:00;-2.32798463;-1.242193731;-1.253958537
2019-05-16 18:00;-1.552556774;0.674269771;0.881989358
2019-05-16 19:00;-0.994664996;0.787759783;-0.420441651
2019-05-16 20:00;0.051365507;0.625857351;-1.610129914
2019-05-16 21:00;1.320645423;-0.307446516;-2.947441713
2019-05-16 22:00;-0.058311601;0.630682047;-3.55966485
2019-05-16 23:00;1.775077188;0.194446574;-2.365669499
2019-05-17 00:00;-0.03336724;0.953704316;-2.022433418
2019-05-17 01:00;1.742407511;0.256064003;-2.697017678
2019-05-17 02:00;0.977152099;0.504867043;-0.975813209
2019-05-17 03:00;0.983210433;-0.019519832;-1.853728804
2019-05-17 04:00;0.875031417;0.436720888;-3.077187119
2019-05-17 05:00;2.493046207;0.315561815;-2.579952967
2019-05-17 06:00;0.70881733;-0.878935771;-2.978381411
2019-05-17 07:00;-0.582671407;-2.644370253;-3.302526596
2019-05-17 08:00;-0.844500599;-2.302961266;-2.825576687
2019-05-17 09:00;-1.438137948;-2.424650642;-2.841722382
2019-05-17 10:00;-3.438759225;-1.704855223;-3.497066177
2019-05-17 11:00;-4.254499164;-2.334930881;-1.88758195
2019-05-17 12:00;-2.178557099;-2.652035287;-1.140335684
2019-05-17 13:00;-2.859356563;-3.674860258;0.804045149
2019-05-17 14:00;-4.800195659;-3.707675915;-0.321296955
2019-05-17 15:00;-2.080503789;-2.317855225;0.411276495
2019-05-17 16:00;-4.813831746;-1.062320912;1.103709505
2019-05-17 17:00;-3.416844071;-1.424713505;0.943537701
2019-05-17 18:00;-1.068712426;0.405575885;1.773668848
2019-05-17 19:00;1.421680398;1.283453425;0.887080286
2019-05-17 20:00;2.380339668;0.395163184;2.450012944
2019-05-17 21:00;1.393511947;0.305356096;0.637573384
2019-05-17 22:00;1.987463396;0.024638583;1.300825432
2019-05-17 23:00;2.648346448;0.544190946;1.863822739
2019-05-18 00:00;1.439308623;1.055391301;1.509655586
2019-05-18 01:00;1.570214913;0.256603159;2.314591472
2019-05-18 02:00;0.04066073;0.287252209;1.910291662
2019-05-18 03:00;2.741557483;2.816523642;2.373012236
2019-05-18 04:00;4.181959486;2.152661176;2.827356084
2019-05-18 05:00;2.449103415;2.080540306;2.897650002
2019-05-18 06:00;3.736108304;2.972792833;2.625037612
2019-05-18 07:00;4.304273882;1.65774434;4.804596777
2019-05-18 08:00;4.138615833;1.474041694;2.810039394
2019-05-18 09:00;3.882978143;0.779054563;2.02053247
2019-05-18 10:00;-0.079592;0.652445462;1.957851016
2019-05-18 11:00;-0.798411602;0.32894252;1.938418058
2019-05-18 12:00;0.117353842;-0.262656738;3.234772097
2019-05-18 13:00;-1.018253961;0.377245306;2.515332029
2019-05-18 14:00;-1.858664231;0.92491633;3.546920176
2019-05-18 15:00;-1.336255261;0.655175494;3.943155154
2019-05-18 16:00;-0.344156402;0.555424093;2.317759982
2019-05-18 17:00;-0.630485849;1.06169864;0.546003309
2019-05-18 18:00;0.514053941;-0.586199374;0.042173455
2019-05-18 19:00;-1.71366452;-0.699467617;1.135891591
2019-05-18 20:00;-2.758249931;0.218124859;2.473859255
2019-05-18 21:00;-1.067821488;0.409342385;4.059848172
2019-05-18 22:00;-1.285916785;0.336897991;1.442696354
2019-05-18 23:00;-0.706453576;-0.152287921;1.349901591
2019-05-19 00:00;-0.402269889;-0.485427456;0.745765823
2019-05-19 01:00;-0.904778352;0.765122938;2.685545273
2019-05-19 02:00;0.270126059;1.507594452;3.137820767
2019-05-19 03:00;1.974419578;1.076359087;1.659731167
2019-05-19 04:00;1.335197142;-0.212067585;0.44780593
2019-05-19 05:00;0.983110199;-0.472642859;2.742566527
2019-05-19 06:00;-1.133343626;0.319811709;2.231584862
2019-05-19 07:00;-1.205108762;-0.25032726;-0.382792367
2019-05-19 08:00;-0.808880655;0.266114694;-0.161473498
2019-05-19 09:00;-1.02167943;0.544628081;-1.536984454
2019-05-19 10:00;-0.932778658;1.575193332;-2.090633828
2019-05-19 11:00;2.068678967;0.496534586;-2.082998125
2019-05-19 12:00;1.556987162;0.173766503;-1.075247017
2019-05-19 13:00;0.917662921;0.360362355;-2.720787473
2019-05-19 14:00;0.319014239;-0.18263366;-2.16681365
2019-05-19 15:00;-0.625048206;0.382038972;-0.113190583
2019-05-19 16:00;-0.791814155;0.455568043;-0.77923505
2019-05-19 17:00;1.406909059;-1.092970666;-1.027001939
2019-05-19 18:00;0.802353658;-0.701055438;0.877128379
2019-05-19 19:00;-0.350157997;-0.282063901;0.958601483
2019-05-19 20:00;0.989815966;-1.049420315;1.096746888
2019-05-19 21:00;0.156184996;-2.627627603;0.526136837
2019-05-19 22:00;-0.013351337;-0.580774345;0.058181876
2019-05-19 23:00;-1.005897947;-0.724322969;0.442640336
2019-05-20 00:00;-2.332972115;0.127451737;0.348367262
2019-05-20 01:00;-1.644402036;0.444702515;0.035122249
2019-05-20 02:00;-1.586920701;0.544376304;0.55454249
2019-05-20 03:00;-0.328825272;1.9342282;-0.518712619
2019-05-20 04:00;0.763832824;1.782598437;0.032411439
2019-05-20 05:00;1.709902261;3.043350203;0.585342011
2019-05-20 06:00;3.629531961;2.046594594;-0.689702531
2019-05-20 07:00;3.765901885;2.764936669;1.039295042
2019-05-20 08:00;4.493807556;0.384822721;-1.364511884
2019-05-20 09:00;4.338905258;0.418129902;0.476838148
2019-05-20 10:00;2.186801737;0.742999588;-0.621605205
2019-05-20 11:00;3.508580757;0.259246838;-1.523620431
2019-05-20 12:00;1.330872642;1.340296219;-1.882660503
2019-05-20 13:00;1.252509322;1.522670875;-2.887377062
2019-05-20 14:00;1.014732071;0.138939294;-2.888768094
2019-05-20 15:00;0.79707889;0.322490251;-3.012521451
2019-05-20 16:00;-0.726001323;-1.940342692;-2.338714694
2019-05-20 17:00;-1.233190822;-1.506767459;-3.107355571
2019-05-20 18:00;-1.508496123;-1.078223796;-1.575167482
2019-05-20 19:00;-1.53674469;-1.692129725;-1.412802585
2019-05-20 20:00;-1.021222539;-0.069924607;-0.993285896
2019-05-20 21:00;-0.087712388;-0.206615534;-0.196263934
2019-05-20 22:00;-1.059833718;-1.66754504;-0.868652801
2019-05-20 23:00;-1.135013651;-1.612332497;-3.218550927
2019-05-21 00:00;-0.884480563;-1.780855931;-3.180195664
2019-05-21 01:00;-1.847345988;-1.226706264;-2.125822195
2019-05-21 02:00;-0.625501264;-2.001912083;0.268437381
2019-05-21 03:00;0.590024493;-0.384400603;0.861565488
2019-05-21 04:00;-0.889109869;-2.494402295;0.893215902
2019-05-21 05:00;-2.412225263;-0.485362969;0.890879218
2019-05-21 06:00;-2.371479477;0.744886407;0.356350013
2019-05-21 07:00;-1.529658297;1.699485614;0.760937156
2019-05-21 08:00;2.627147032;-0.925009781;0.942482237
2019-05-21 09:00;2.07240206;-1.469877491;1.035283239
2019-05-21 10:00;-1.086198815;-1.511186345;0.113098154
2019-05-21 11:00;-2.713229544;-0.824939318;-0.94712107
